play,shooter,goalie,shooterTeamScore,goalieTeamScore,shooterHomeAway,period,time,x,y,shotType,manAdvantageDiff
SHOT,8474600,8475839,4,2,home,2,1926,66.0,6.0,Wrist Shot,-1
SHOT,8476399,8471469,2,4,away,2,1934,78.0,-3.0,Backhand,1
SHOT,8475791,8471469,2,4,away,2,1944,75.0,-22.0,Slap Shot,2
GOAL,8475151,8471469,2,4,away,2,1987,66.0,-2.0,Wrist Shot,2
SHOT,8477425,8471469,3,4,away,2,2013,49.0,30.0,Wrist Shot,1
SHOT,8475151,8471469,3,4,away,2,2060,64.0,-29.0,Wrist Shot,1
SHOT,8476399,8471469,3,4,away,2,2080,-18.0,9.0,Wrist Shot,1
SHOT,8474600,8475839,4,3,home,2,2132,41.0,-19.0,Slap Shot,-1
SHOT,8474600,8475839,4,3,home,2,2290,50.0,8.0,Wrist Shot,-1
SHOT,8476399,8471469,3,4,away,2,2360,44.0,30.0,Slap Shot,1
SHOT,8476399,8471469,3,4,away,3,2435,67.0,0.0,Wrist Shot,1
SHOT,8474600,8475839,4,3,home,3,2489,39.0,-19.0,Slap Shot,0
SHOT,8479291,8471469,3,4,away,3,2553,78.0,-22.0,Wrist Shot,0
SHOT,8475766,8475839,4,3,home,3,2564,58.0,28.0,Backhand,-1
SHOT,8477425,8471469,3,4,away,3,2608,38.0,13.0,Deflected,1
SHOT,8476428,8475839,4,3,home,3,2721,80.0,0.0,Wrist Shot,-1
GOAL,8474009,8475839,4,3,home,3,2747,82.0,12.0,Wrist Shot,-1
SHOT,8474600,8475839,5,3,home,3,2811,58.0,-11.0,Wrist Shot,-1
SHOT,8475176,8475839,5,3,home,3,2819,38.0,23.0,Snap Shot,-1
SHOT,8476399,8471469,3,5,away,3,2861,71.0,14.0,Wrist Shot,1
SHOT,8479291,8471469,3,5,away,3,2951,57.0,1.0,Wrist Shot,1
SHOT,8478401,8471469,3,5,away,3,2972,66.0,19.0,Wrist Shot,1
SHOT,8475225,8475839,5,3,home,3,2990,60.0,-29.0,Slap Shot,-1
SHOT,8481559,8471469,3,5,away,3,3069,50.0,-8.0,Wrist Shot,1
GOAL,8475791,8471469,3,5,away,3,3069,84.0,1.0,Wrist Shot,1
SHOT,8475714,8475839,5,4,home,3,3084,49.0,-14.0,Wrist Shot,-1
GOAL,8476428,8475839,5,4,home,3,3164,81.0,-3.0,Wrist Shot,-1
SHOT,8469465,8475839,6,4,home,3,3173,-10.0,18.0,Wrist Shot,-1
SHOT,8475222,8471469,4,6,away,3,3277,46.0,27.0,Wrist Shot,1
SHOT,8476887,8475839,6,4,home,3,3336,53.0,12.0,Wrist Shot,-1
SHOT,8479407,8471469,4,6,away,3,3403,68.0,-24.0,Wrist Shot,1
SHOT,8475218,8475839,6,4,home,3,3562,41.0,-27.0,Slap Shot,0
SHOT,8476902,8478406,0,0,home,1,37,67.0,-29.0,Wrist Shot,0
SHOT,8471228,8478406,0,0,home,1,64,81.0,22.0,Wrist Shot,0
GOAL,8476889,8478406,0,0,home,1,102,90.0,7.0,Wrap-around,0
SHOT,8476467,8478406,1,0,home,1,115,39.0,22.0,Wrist Shot,0
SHOT,8478495,8478406,1,0,home,1,124,48.0,1.0,Wrist Shot,0
SHOT,8477425,8471750,0,1,away,1,149,53.0,-34.0,Slap Shot,0
SHOT,8476902,8478406,1,0,home,1,277,59.0,-5.0,Snap Shot,0
SHOT,8475151,8471750,0,1,away,1,403,77.0,14.0,Snap Shot,0
SHOT,8470621,8478406,1,0,home,1,409,58.0,1.0,Wrist Shot,0
SHOT,8475794,8478406,1,0,home,1,442,66.0,18.0,Snap Shot,0
SHOT,8477450,8478406,1,0,home,1,542,42.0,7.0,Snap Shot,0
SHOT,8470794,8478406,1,0,home,1,696,76.0,14.0,Snap Shot,0
SHOT,8471699,8478406,1,0,home,1,701,79.0,4.0,Backhand,0
SHOT,8478449,8478406,1,0,home,1,708,73.0,4.0,Wrist Shot,0
GOAL,8470794,8478406,1,0,home,1,710,81.0,3.0,Backhand,0
SHOT,8477406,8478406,2,0,home,1,820,51.0,-25.0,Snap Shot,0
SHOT,8471260,8478406,2,0,home,1,935,61.0,3.0,Slap Shot,0
SHOT,8478495,8478406,2,0,home,1,1188,72.0,-33.0,Wrist Shot,1
SHOT,8474056,8471750,0,2,away,2,1209,-20.0,-6.0,Backhand,-1
SHOT,8478495,8478406,2,0,home,2,1244,71.0,12.0,Snap Shot,1
SHOT,8476467,8478406,2,0,home,2,1449,84.0,-13.0,Wrist Shot,0
SHOT,8471284,8478406,2,0,home,2,1570,38.0,1.0,Wrist Shot,0
SHOT,8474056,8471750,0,2,away,2,1597,34.0,28.0,Snap Shot,0
SHOT,8478449,8478406,2,0,home,2,1627,66.0,27.0,Wrist Shot,0
SHOT,8471699,8478406,2,0,home,2,1647,63.0,12.0,Wrist Shot,0
SHOT,8481559,8471750,0,2,away,2,1703,62.0,-18.0,Wrist Shot,0
SHOT,8475791,8471750,0,2,away,2,1704,83.0,-4.0,Backhand,0
SHOT,8478495,8478406,2,0,home,2,1765,65.0,-15.0,Wrist Shot,0
SHOT,8475794,8478406,2,0,home,2,1773,68.0,-21.0,Wrist Shot,0
SHOT,8476399,8471750,0,2,away,2,1865,68.0,2.0,Backhand,0
SHOT,8471260,8478406,2,0,home,2,1896,62.0,-24.0,Wrist Shot,0
SHOT,8471260,8478406,2,0,home,2,1911,57.0,7.0,Wrist Shot,0
SHOT,8478495,8478406,2,0,home,2,1933,61.0,15.0,Wrist Shot,0
SHOT,8477450,8478406,2,0,home,2,1977,80.0,1.0,Wrist Shot,0
SHOT,8472382,8471750,0,2,away,2,2014,72.0,-36.0,Wrist Shot,0
SHOT,8476399,8471750,0,2,away,2,2060,82.0,-24.0,Wrist Shot,0
SHOT,8476399,8471750,0,2,away,2,2065,85.0,6.0,Wrap-around,0
SHOT,8477450,8478406,2,0,home,2,2091,-1.0,-35.0,Wrist Shot,0
SHOT,8471228,8478406,2,0,home,3,2510,56.0,30.0,Wrist Shot,1
SHOT,8476923,8471750,0,2,away,3,2527,-38.0,-2.0,Backhand,-1
SHOT,8470794,8478406,2,0,home,3,2570,85.0,4.0,Deflected,0
SHOT,8478449,8478406,2,0,home,3,2575,62.0,4.0,Wrist Shot,0
SHOT,8472382,8471750,0,2,away,3,2596,71.0,10.0,Wrist Shot,-1
SHOT,8478495,8478406,2,0,home,3,2615,78.0,-8.0,Snap Shot,1
SHOT,8474056,8471750,0,2,away,3,2728,49.0,-38.0,Wrist Shot,0
SHOT,8475906,8478406,2,0,home,3,2877,80.0,-10.0,Tip-In,0
SHOT,8474056,8471750,0,2,away,3,2906,40.0,-31.0,Wrist Shot,0
SHOT,8477038,8471750,0,2,away,3,2923,58.0,30.0,Slap Shot,1
SHOT,8474190,8471750,0,2,away,3,3007,77.0,3.0,Wrist Shot,1
SHOT,8474190,8471750,0,2,away,3,3011,80.0,-2.0,Wrist Shot,1
SHOT,8481559,8471750,0,2,away,3,3016,78.0,-2.0,Snap Shot,1
SHOT,8471228,8478406,2,0,home,3,3172,78.0,16.0,Slap Shot,1
SHOT,8480036,8478406,2,0,home,3,3188,41.0,32.0,Wrist Shot,0
SHOT,8475222,8471750,0,2,away,3,3208,36.0,-32.0,Slap Shot,1
SHOT,8475791,8471750,0,2,away,3,3229,67.0,-21.0,Slap Shot,1
SHOT,8475151,8471750,0,2,away,3,3234,81.0,-2.0,Wrist Shot,1
SHOT,8475222,8471750,0,2,away,3,3317,31.0,0.0,Wrist Shot,0
SHOT,8471233,8471750,0,2,away,3,3362,76.0,-33.0,Wrist Shot,0
SHOT,8476399,8471750,0,2,away,3,3540,40.0,37.0,Wrist Shot,-1
SHOT,8476923,8471750,0,2,away,3,3548,65.0,-14.0,Snap Shot,-1
SHOT,8479291,8471750,0,2,away,3,3598,56.0,37.0,Wrist Shot,-1
SHOT,8477038,8480925,0,0,away,1,70,51.0,2.0,Wrist Shot,0
SHOT,8471233,8480925,0,0,away,1,71,85.0,4.0,Wrist Shot,0
SHOT,8480157,8475839,0,0,home,1,124,51.0,-35.0,Wrist Shot,0
SHOT,8481559,8480925,0,0,away,1,133,38.0,-35.0,Wrist Shot,0
SHOT,8477492,8475839,0,0,home,1,258,66.0,17.0,Slap Shot,1
SHOT,8480003,8480925,0,0,away,1,301,58.0,27.0,Wrist Shot,0
SHOT,8477501,8475839,0,0,home,1,548,61.0,-25.0,Wrist Shot,0
SHOT,8477435,8475839,0,0,home,1,558,39.0,-33.0,Wrist Shot,0
SHOT,8477425,8480925,0,0,away,1,631,86.0,-10.0,Backhand,0
GOAL,8476455,8475839,0,0,home,1,697,58.0,-8.0,Slap Shot,1
SHOT,8477425,8480925,0,1,away,1,804,58.0,-30.0,Wrist Shot,0
SHOT,8476399,8480925,0,1,away,1,820,72.0,7.0,Wrist Shot,0
SHOT,8476399,8480925,0,1,away,1,821,55.0,11.0,Wrist Shot,0
SHOT,8477038,8480925,0,1,away,1,862,75.0,27.0,Wrist Shot,0
SHOT,8474056,8480925,0,1,away,1,896,35.0,16.0,Slap Shot,0
SHOT,8481559,8480925,0,1,away,1,952,74.0,10.0,Wrist Shot,0
SHOT,8474717,8475839,1,0,home,1,966,38.0,32.0,Slap Shot,0
SHOT,8481559,8480925,0,1,away,1,1082,61.0,-24.0,Slap Shot,1
SHOT,8479407,8480925,0,1,away,1,1122,69.0,1.0,Tip-In,1
SHOT,8480002,8480925,0,1,away,2,1226,60.0,12.0,Wrist Shot,0
SHOT,8477444,8475839,1,0,home,2,1238,40.0,6.0,Wrist Shot,0
SHOT,8479370,8475839,1,0,home,2,1298,59.0,-8.0,Wrist Shot,0
SHOT,8476442,8475839,1,0,home,2,1305,59.0,40.0,Snap Shot,0
SHOT,8476442,8475839,1,0,home,2,1332,75.0,-19.0,Wrist Shot,0
SHOT,8479370,8475839,1,0,home,2,1343,65.0,34.0,Slap Shot,0
SHOT,8474685,8475839,1,0,home,2,1343,42.0,16.0,Wrist Shot,0
SHOT,8475151,8480925,0,1,away,2,1415,49.0,-15.0,Snap Shot,1
SHOT,8480002,8480925,0,1,away,2,1419,73.0,-3.0,Wrist Shot,1
SHOT,8477038,8480925,0,1,away,2,1437,62.0,-13.0,Wrist Shot,1
SHOT,8474056,8480925,0,1,away,2,1504,44.0,-28.0,Slap Shot,0
SHOT,8480157,8475839,1,0,home,2,1536,44.0,-29.0,Snap Shot,0
SHOT,8479407,8480925,0,1,away,2,1603,52.0,10.0,Wrist Shot,0
SHOT,8479370,8475839,1,0,home,2,1636,64.0,-14.0,Wrist Shot,0
GOAL,8477501,8475839,1,0,home,2,1676,50.0,-15.0,Wrist Shot,0
SHOT,8478420,8475839,2,0,home,2,1728,65.0,-15.0,Wrist Shot,1
SHOT,8475172,8475839,2,0,home,2,1752,79.0,0.0,Tip-In,1
SHOT,8478401,8480925,0,2,away,2,1783,69.0,-21.0,Snap Shot,-1
SHOT,8474190,8480925,0,2,away,2,1874,49.0,-12.0,Wrist Shot,0
SHOT,8475151,8480925,0,2,away,2,1907,85.0,10.0,Wrist Shot,0
SHOT,8474717,8478406,2,0,home,2,1931,63.0,2.0,Wrist Shot,0
SHOT,8476455,8478406,2,0,home,2,1994,60.0,1.0,Slap Shot,0
SHOT,8474685,8478406,2,0,home,2,2033,77.0,7.0,Wrist Shot,0
SHOT,8474013,8478406,2,0,home,2,2040,58.0,-31.0,Wrist Shot,0
SHOT,8479370,8478406,2,0,home,2,2070,74.0,3.0,Snap Shot,0
SHOT,8477492,8478406,2,0,home,2,2148,70.0,4.0,Backhand,0
SHOT,8477444,8478406,2,0,home,2,2152,52.0,-1.0,Wrist Shot,0
SHOT,8477930,8478406,2,0,home,2,2262,70.0,-24.0,Backhand,0
SHOT,8475820,8478406,2,0,home,3,2410,65.0,15.0,Snap Shot,0
SHOT,8481559,8480925,0,2,away,3,2443,80.0,4.0,Wrist Shot,0
SHOT,8474685,8478406,2,0,home,3,2526,65.0,4.0,Wrist Shot,-1
SHOT,8475172,8478406,2,0,home,3,2722,84.0,5.0,Tip-In,0
SHOT,8475820,8478406,2,0,home,3,2757,48.0,-19.0,Slap Shot,0
SHOT,8474056,8480925,0,2,away,3,2848,-70.0,-23.0,Slap Shot,-1
SHOT,8471233,8480925,0,2,away,3,2855,68.0,-1.0,Snap Shot,-1
SHOT,8472382,8480925,0,2,away,3,2863,4.0,32.0,Slap Shot,-1
SHOT,8474190,8480925,0,2,away,3,2902,81.0,7.0,Backhand,0
SHOT,8479370,8478406,2,0,home,3,2918,78.0,12.0,Backhand,0
SHOT,8477435,8478406,2,0,home,3,2921,29.0,-36.0,Wrist Shot,0
SHOT,8475222,8480925,0,2,away,3,2947,35.0,3.0,Slap Shot,1
SHOT,8477456,8478406,2,0,home,3,2959,-35.0,19.0,Snap Shot,-1
SHOT,8476923,8480925,0,2,away,3,3044,60.0,18.0,Snap Shot,1
SHOT,8479407,8480925,0,2,away,3,3063,55.0,-38.0,Wrist Shot,0
SHOT,8471233,8480925,0,2,away,3,3100,73.0,-19.0,Snap Shot,0
SHOT,8480157,8478406,2,0,home,3,3137,34.0,20.0,Snap Shot,0
SHOT,8480003,8480925,0,2,away,3,3242,84.0,-15.0,Wrist Shot,0
SHOT,8477492,8478406,2,0,home,3,3265,49.0,16.0,Wrist Shot,0
SHOT,8477038,8480925,0,2,away,3,3301,72.0,-1.0,Wrist Shot,0
SHOT,8477038,8480925,0,2,away,3,3322,71.0,-16.0,Wrist Shot,0
GOAL,8477509,8480925,0,2,away,3,3348,75.0,33.0,Wrist Shot,0
SHOT,8475222,8480925,1,2,away,3,3370,-61.0,-37.0,Wrist Shot,0
SHOT,8475151,8480925,1,2,away,3,3385,86.0,-25.0,Wrist Shot,0
SHOT,8471233,8480925,1,2,away,3,3431,60.0,5.0,Wrist Shot,0
SHOT,8477492,8478406,2,1,home,3,3446,3.0,8.0,Wrist Shot,0
SHOT,8477435,8478406,2,1,home,3,3467,34.0,33.0,Slap Shot,0
SHOT,8479407,8475311,0,0,away,1,67,64.0,-24.0,Wrist Shot,0
SHOT,8477425,8475311,0,0,away,1,135,68.0,-16.0,Wrist Shot,0
GOAL,8480003,8475311,0,0,away,1,137,86.0,5.0,Tip-In,0
SHOT,8476399,8475311,1,0,away,1,190,42.0,-10.0,Slap Shot,0
SHOT,8478474,8478406,0,1,home,1,240,45.0,-4.0,Slap Shot,0
SHOT,8477951,8478406,0,1,home,1,327,60.0,-1.0,Wrist Shot,0
SHOT,8477989,8478406,0,1,home,1,443,73.0,-5.0,Wrist Shot,1
SHOT,8473546,8478406,0,1,home,1,553,41.0,19.0,Wrist Shot,0
SHOT,8474056,8475311,1,0,away,1,599,40.0,21.0,Wrist Shot,0
SHOT,8480003,8475311,1,0,away,1,607,39.0,18.0,Wrist Shot,0
SHOT,8470755,8478406,0,1,home,1,638,47.0,-30.0,Wrist Shot,0
SHOT,8479407,8475311,1,0,away,1,674,39.0,23.0,Wrist Shot,0
SHOT,8475222,8475311,1,0,away,1,709,47.0,19.0,Wrist Shot,0
SHOT,8475171,8478406,0,1,home,1,806,35.0,32.0,Wrist Shot,0
SHOT,8479343,8478406,0,1,home,1,809,77.0,-3.0,Wrist Shot,0
SHOT,8479343,8478406,0,1,home,1,810,81.0,9.0,Backhand,0
GOAL,8471274,8478406,0,1,home,1,935,58.0,-3.0,Wrist Shot,1
SHOT,8477038,8475311,1,1,away,1,1083,34.0,36.0,Wrist Shot,0
SHOT,8474056,8475311,1,1,away,1,1100,9.0,35.0,Slap Shot,0
SHOT,8475171,8478406,1,1,home,1,1130,35.0,28.0,Wrist Shot,0
SHOT,8477425,8475311,1,1,away,1,1170,75.0,4.0,Tip-In,0
SHOT,8479343,8478406,1,1,home,2,1486,52.0,0.0,Wrist Shot,0
SHOT,8474613,8478406,1,1,home,2,1495,76.0,0.0,Wrist Shot,0
SHOT,8477851,8478406,1,1,home,2,1501,41.0,3.0,Slap Shot,0
SHOT,8477509,8475311,1,1,away,2,1541,37.0,30.0,Slap Shot,0
SHOT,8477989,8478406,1,1,home,2,1576,45.0,-32.0,Wrist Shot,0
SHOT,8481559,8475311,1,1,away,2,1700,85.0,-19.0,Wrist Shot,0
SHOT,8478432,8478406,1,1,home,2,1719,77.0,35.0,Wrist Shot,0
SHOT,8479407,8475311,1,1,away,2,1724,77.0,2.0,Deflected,0
SHOT,8472382,8475311,1,1,away,2,1842,37.0,34.0,Slap Shot,0
SHOT,8477951,8478406,1,1,home,2,1848,59.0,18.0,Wrist Shot,0
SHOT,8477355,8475311,1,1,away,2,1880,27.0,1.0,Slap Shot,0
SHOT,8479343,8478406,1,1,home,2,1894,76.0,1.0,Wrist Shot,0
SHOT,8478474,8478406,1,1,home,2,1967,22.0,2.0,Wrist Shot,0
SHOT,8479407,8475311,1,1,away,2,1978,79.0,19.0,Wrist Shot,0
SHOT,8478474,8478406,1,1,home,2,2027,57.0,30.0,Wrist Shot,0
SHOT,8478856,8478406,1,1,home,2,2045,72.0,3.0,Wrist Shot,0
SHOT,8471233,8475311,1,1,away,2,2093,74.0,3.0,Tip-In,0
SHOT,8479407,8475311,1,1,away,2,2232,56.0,-21.0,Wrist Shot,1
SHOT,8475222,8475311,1,1,away,2,2241,36.0,-25.0,Wrist Shot,1
SHOT,8476994,8478406,1,1,home,2,2268,45.0,16.0,Snap Shot,0
SHOT,8475171,8478406,1,1,home,2,2300,46.0,-31.0,Wrist Shot,0
SHOT,8473548,8478406,1,1,home,2,2387,60.0,-12.0,Wrist Shot,0
SHOT,8476923,8475311,1,1,away,3,2435,72.0,2.0,Wrist Shot,0
SHOT,8478432,8478406,1,1,home,3,2461,61.0,-21.0,Wrist Shot,0
SHOT,8481559,8475311,1,1,away,3,2494,77.0,-5.0,Tip-In,0
SHOT,8477851,8478406,1,1,home,3,2513,65.0,-17.0,Wrist Shot,0
SHOT,8477425,8475311,1,1,away,3,2541,75.0,28.0,Wrist Shot,0
SHOT,8476923,8475311,1,1,away,3,2690,-63.0,34.0,Wrist Shot,0
SHOT,8477851,8478406,1,1,home,3,2822,36.0,-24.0,Slap Shot,0
SHOT,8478474,8478406,1,1,home,3,2876,41.0,9.0,Wrist Shot,0
SHOT,8475222,8475311,1,1,away,3,2895,46.0,33.0,Wrist Shot,0
SHOT,8475222,8475311,1,1,away,3,2900,44.0,21.0,Wrist Shot,0
SHOT,8475171,8478406,1,1,home,3,2999,38.0,10.0,Wrist Shot,1
SHOT,8472382,8475311,1,1,away,3,3008,-16.0,-31.0,Wrist Shot,-1
SHOT,8479343,8478406,1,1,home,3,3018,64.0,7.0,Wrist Shot,1
GOAL,8475151,8475311,1,1,away,3,3094,82.0,-5.0,Wrist Shot,0
SHOT,8477951,8478406,1,2,home,3,3160,64.0,-23.0,Wrist Shot,0
SHOT,8474604,8478406,1,2,home,3,3281,35.0,-20.0,Slap Shot,0
SHOT,8477355,8475311,2,1,away,3,3371,63.0,-35.0,Wrist Shot,1
SHOT,8476923,8475311,2,1,away,3,3405,73.0,-14.0,Wrist Shot,1
SHOT,8477425,8475311,2,1,away,3,3448,70.0,-14.0,Wrist Shot,1
SHOT,8471233,8475311,2,1,away,3,3449,86.0,-6.0,Tip-In,1
SHOT,8476399,8475311,2,1,away,3,3524,65.0,-13.0,Wrist Shot,1
SHOT,8477851,8478406,1,2,home,3,3566,35.0,-15.0,Slap Shot,-1
SHOT,8476399,8468011,0,0,home,1,28,86.0,9.0,Backhand,0
SHOT,8481559,8468011,0,0,home,1,130,57.0,14.0,Snap Shot,0
SHOT,8478401,8468011,0,0,home,1,132,72.0,1.0,Snap Shot,0
SHOT,8480003,8468011,0,0,home,1,166,65.0,20.0,Snap Shot,0
GOAL,8474641,8478406,0,0,away,1,213,71.0,17.0,Snap Shot,0
SHOT,8480031,8478406,1,0,away,1,295,68.0,-5.0,Snap Shot,0
SHOT,8474641,8478406,1,0,away,1,380,57.0,3.0,Snap Shot,0
SHOT,8470612,8478406,1,0,away,1,399,77.0,-19.0,Snap Shot,0
SHOT,8481559,8468011,0,1,home,1,463,83.0,9.0,Backhand,0
SHOT,8479415,8468011,0,1,home,1,520,77.0,1.0,Deflected,0
SHOT,8479415,8468011,0,1,home,1,524,40.0,6.0,Slap Shot,0
SHOT,8474584,8478406,1,0,away,1,594,43.0,-23.0,Snap Shot,0
SHOT,8474584,8478406,1,0,away,1,737,71.0,-14.0,Snap Shot,0
SHOT,8473560,8478406,1,0,away,1,748,36.0,-6.0,Snap Shot,0
SHOT,8480002,8468011,0,1,home,1,842,64.0,24.0,Snap Shot,0
SHOT,8475164,8478406,1,0,away,1,937,62.0,31.0,Wrist Shot,0
SHOT,8480806,8478406,1,0,away,1,1079,45.0,-9.0,Wrist Shot,0
GOAL,8480002,8468011,0,1,home,2,1288,58.0,4.0,Wrist Shot,0
SHOT,8474190,8468011,1,1,home,2,1349,59.0,-2.0,Snap Shot,0
SHOT,8475164,8478406,1,1,away,2,1459,61.0,18.0,Wrist Shot,0
SHOT,8476923,8468011,1,1,home,2,1514,42.0,16.0,Snap Shot,1
SHOT,8476854,8478406,1,1,away,2,1707,36.0,15.0,Snap Shot,0
SHOT,8477038,8468011,1,1,home,2,1850,67.0,-14.0,Snap Shot,1
SHOT,8476483,8478406,1,1,away,2,1879,-81.0,-14.0,Wrist Shot,-1
GOAL,8475151,8468011,1,1,home,2,1889,67.0,20.0,Wrist Shot,1
SHOT,8475164,8478406,1,2,away,2,1953,49.0,0.0,Snap Shot,0
SHOT,8476399,8468011,2,1,home,2,2119,64.0,-16.0,Snap Shot,0
SHOT,8476399,8468011,2,1,home,2,2127,86.0,6.0,Wrap-around,0
SHOT,8475842,8478406,1,2,away,2,2181,30.0,-16.0,Wrist Shot,0
SHOT,8475164,8478406,1,2,away,2,2226,51.0,-9.0,Wrist Shot,0
SHOT,8476312,8478406,1,2,away,2,2368,60.0,-10.0,Wrist Shot,0
SHOT,8481559,8468011,2,1,home,2,2395,50.0,0.0,Slap Shot,0
GOAL,8475222,8468011,2,1,home,3,2460,41.0,0.0,Snap Shot,0
SHOT,8470612,8478406,1,3,away,3,2474,79.0,-4.0,Backhand,0
SHOT,8475235,8478406,1,3,away,3,2562,86.0,-5.0,Wrap-around,0
SHOT,8479368,8478406,1,3,away,3,2674,79.0,-38.0,Wrist Shot,0
SHOT,8475151,8468011,3,1,home,3,2807,78.0,-3.0,Backhand,0
SHOT,8474641,8478406,1,3,away,3,2952,9.0,-33.0,Wrist Shot,0
SHOT,8477355,8468011,3,1,home,3,3099,23.0,-36.0,Backhand,0
SHOT,8477240,8478406,1,3,away,3,3149,61.0,7.0,Snap Shot,0
SHOT,8479368,8478406,1,3,away,3,3193,73.0,-11.0,Snap Shot,0
SHOT,8475222,8468011,3,1,home,3,3280,6.0,2.0,Wrist Shot,0
SHOT,8479368,8478406,1,3,away,3,3296,67.0,7.0,Wrist Shot,0
SHOT,8478131,8478406,1,3,away,3,3336,82.0,-8.0,Snap Shot,0
SHOT,8470612,8478406,1,3,away,3,3371,36.0,15.0,Slap Shot,1
SHOT,8470612,8478406,1,3,away,3,3425,57.0,27.0,Snap Shot,1
SHOT,8479368,8478406,1,3,away,3,3498,83.0,8.0,Wrap-around,0
SHOT,8474189,8478406,0,0,away,1,135,71.0,-19.0,Snap Shot,0
SHOT,8475209,8478406,0,0,away,1,141,73.0,1.0,Wrist Shot,0
SHOT,8475222,8478492,0,0,home,1,213,31.0,-33.0,Snap Shot,1
GOAL,8475151,8478492,0,0,home,1,240,79.0,1.0,Tip-In,1
SHOT,8471698,8478406,0,1,away,1,331,57.0,19.0,Wrist Shot,0
SHOT,8474176,8478406,0,1,away,1,365,75.0,1.0,Backhand,0
SHOT,8477903,8478406,0,1,away,1,401,77.0,-1.0,Wrist Shot,0
SHOT,8476399,8478492,1,0,home,1,457,81.0,-5.0,Wrap-around,0
SHOT,8471214,8478406,0,1,away,1,462,69.0,10.0,Snap Shot,0
SHOT,8479482,8478406,0,1,away,1,569,37.0,-27.0,Snap Shot,0
SHOT,8474590,8478406,0,1,away,1,757,-37.0,34.0,Snap Shot,0
SHOT,8473563,8478406,0,1,away,1,800,65.0,13.0,Snap Shot,0
SHOT,8475222,8478492,1,0,home,1,1003,40.0,21.0,Slap Shot,1
SHOT,8474190,8478492,1,0,home,1,1048,76.0,6.0,Tip-In,1
GOAL,8471214,8478406,0,1,away,1,1105,49.0,25.0,Snap Shot,0
SHOT,8480002,8478492,1,1,home,1,1140,-79.0,3.0,Tip-In,0
GOAL,8473563,8478406,1,1,away,1,1175,80.0,4.0,Wrist Shot,0
SHOT,8474590,8478406,2,1,away,2,1217,45.0,-32.0,Snap Shot,0
SHOT,8475462,8478406,2,1,away,2,1357,35.0,-26.0,Snap Shot,0
SHOT,8479415,8478492,1,2,home,2,1408,66.0,16.0,Slap Shot,0
SHOT,8472382,8478492,1,2,home,2,1416,78.0,-7.0,Snap Shot,0
SHOT,8477425,8478492,1,2,home,2,1416,75.0,2.0,Wrist Shot,0
GOAL,8476399,8478492,1,2,home,2,1455,83.0,0.0,Backhand,0
SHOT,8477944,8478406,2,2,away,2,1484,49.0,-20.0,Snap Shot,0
SHOT,8475343,8478406,2,2,away,2,1666,81.0,11.0,Backhand,0
SHOT,8476923,8478492,2,2,home,2,1782,53.0,21.0,Snap Shot,0
SHOT,8471214,8478406,2,2,away,2,1842,35.0,32.0,Snap Shot,0
SHOT,8479407,8478492,2,2,home,2,1901,82.0,-6.0,Wrist Shot,0
SHOT,8478401,8478492,2,2,home,2,1918,67.0,5.0,Deflected,1
SHOT,8476880,8478406,2,2,away,2,1933,56.0,16.0,Snap Shot,-1
SHOT,8475151,8478492,2,2,home,2,1983,58.0,-20.0,Slap Shot,1
SHOT,8479482,8478406,2,2,away,2,2085,54.0,31.0,Snap Shot,0
SHOT,8475744,8478406,2,2,away,2,2097,71.0,8.0,Wrist Shot,0
SHOT,8476399,8478492,2,2,home,2,2114,53.0,-19.0,Snap Shot,0
SHOT,8474590,8478406,2,2,away,2,2187,36.0,1.0,Slap Shot,1
SHOT,8471214,8478406,2,2,away,2,2248,51.0,7.0,Snap Shot,1
SHOT,8476399,8478492,2,2,home,2,2267,11.0,-38.0,Snap Shot,-1
SHOT,8474189,8478406,2,2,away,2,2279,79.0,-32.0,Snap Shot,0
SHOT,8477425,8478492,2,2,home,2,2313,77.0,2.0,Tip-In,0
GOAL,8473563,8478406,2,2,away,2,2371,84.0,5.0,Deflected,0
GOAL,8474590,8478406,3,2,away,3,2442,79.0,-1.0,Snap Shot,0
SHOT,8478401,8478492,2,4,home,3,2674,42.0,25.0,Snap Shot,0
SHOT,8477944,8478406,4,2,away,3,2707,52.0,-4.0,Snap Shot,0
SHOT,8474056,8478492,2,4,home,3,2752,54.0,11.0,Backhand,0
GOAL,8478399,8478406,4,2,away,3,2813,36.0,-30.0,Snap Shot,0
SHOT,8477038,8478492,2,5,home,3,2903,43.0,-3.0,Snap Shot,0
SHOT,8476399,8478492,2,5,home,3,2905,66.0,10.0,Wrist Shot,0
SHOT,8476399,8478492,2,5,home,3,2919,67.0,13.0,Slap Shot,0
SHOT,8477038,8478492,2,5,home,3,2936,68.0,28.0,Snap Shot,0
SHOT,8475222,8478492,2,5,home,3,3135,52.0,0.0,Snap Shot,0
SHOT,8479482,8480213,5,2,away,3,3170,43.0,-19.0,Slap Shot,0
GOAL,8475209,8480213,5,2,away,3,3333,68.0,14.0,Wrist Shot,0
SHOT,8478401,8478492,2,6,home,3,3492,62.0,12.0,Snap Shot,0
SHOT,8474190,8478492,2,6,home,3,3493,67.0,-8.0,Wrist Shot,0
SHOT,8479482,8480213,6,2,away,3,3556,37.0,-34.0,Snap Shot,0
GOAL,8477425,8478492,2,6,home,3,3577,79.0,5.0,Tip-In,0
